instance;n;m;density;min_deg;max_deg;mean_deg;clustering;diameter;avg_path_len;ecc_min;ecc_max;ecc_std;betw_avg;betw_max;close_avg;close_max;degeneracy;deg_assort;clustering_avg;transitivity;spectral_radius;algebraic_conn;cyclomatic;girth
grafo10015.39.gml;25;31;0.103333;2;6;2.48;0.0;7;3.3184;5;7;0.6013318551349163;0.10681159420289855;0.3080917874396135;0.293538395007087;0.35294117647058826;2;-0.36892118501956467;0.0;0.0;2.945663344243199;0.16832635220052644;7;
grafo10016.39.gml;34;47;0.083779;2;7;2.7647;0.0;6;3.14878892733564;4;6;0.3731934570720447;0.07013146167557933;0.25691287878787883;0.3105271505225015;0.3707865168539326;2;-0.38726142920550277;0.0;0.0;3.142904264825883;0.364876524354264;14;
grafo10017.96.gml;78;122;0.040626;2;7;3.1282;0.014042;9;3.9976988823142667;6;9;0.741376015117998;0.04012654012654012;0.17723349597922405;0.2505128992526483;0.3181818181818182;2;-0.08615193219812078;0.01404151404151404;0.01910828025477707;3.790157988072197;0.2286838674612836;45;
grafo10019.38.gml;32;41;0.082661;2;5;2.5625;0.03125;9;3.888671875;5;9;1.1726039399558574;0.10047043010752688;0.4597849462365592;0.25635711914654413;0.37349397590361444;2;-0.1324126726238823;0.03125;0.0410958904109589;2.923469349929398;0.12859144783938461;10;
grafo10020.38.gml;34;46;0.081996;2;5;2.7059;0.0;7;3.389273356401384;5;7;0.6197443384031023;0.07787433155080213;0.22875631313131312;0.290284953196488;0.36666666666666664;2;-0.07442596991290566;0.0;0.0;3.1951556170120305;0.2716964966993824;13;
grafo10021.39.gml;27;36;0.102564;2;5;2.6667;0.061728;6;3.0260631001371743;4;6;0.6285393610547089;0.08569800569800572;0.27717948717948715;0.3245194306007683;0.41935483870967744;2;-0.11179740580605298;0.06172839506172839;0.0410958904109589;3.0982534531723824;0.30992614444627054;10;
grafo10023.39.gml;30;42;0.096552;2;5;2.8;0.07;7;3.188888888888889;4;7;0.7520342781785652;0.08210180623973726;0.16510673234811166;0.3071149799140179;0.37662337662337664;2;-0.10087370929308993;0.07;0.07058823529411765;3.1238700686570784;0.2916338555704161;13;
grafo10024.32.gml;26;32;0.098462;2;4;2.4615;0.038462;7;3.662721893491124;5;7;0.6308161333406433;0.11705128205128204;0.24500000000000002;0.26581332127140517;0.32051282051282054;2;-0.10933333333333334;0.038461538461538464;0.058823529411764705;2.7588375114498276;0.20193209837929638;7;
grafo10026.32.gml;30;36;0.082759;2;4;2.4;0.0;8;4.0;6;8;0.85374989832438;0.11206896551724138;0.27606732348111657;0.24473452313535005;0.30526315789473685;2;-0.4646680942184157;0.0;0.0;2.550996356219322;0.13098176143002535;7;
grafo10027.38.gml;31;43;0.092473;2;6;2.7742;0.036559;6;3.121748178980229;4;6;0.6704712803492427;0.0767519466073415;0.34827586206896544;0.315629413286877;0.4411764705882353;2;-0.06332931242460961;0.03655913978494624;0.031578947368421054;3.411447728895178;0.30838902078136227;13;
grafo10028.96.gml;72;111;0.043427;2;10;3.0833;0.018056;8;3.8684413580246915;5;8;0.6836663596799426;0.04175609210820478;0.2814292347491543;0.2593850290544235;0.35323383084577115;2;0.012838832135468495;0.018055555555555557;0.039473684210526314;4.2348378874720325;0.1968101718676211;40;
grafo10029.40.gml;38;53;0.075391;2;6;2.7895;0.078947;7;3.4265927977839334;5;7;0.7139294719079231;0.06997787260945157;0.22840340340340343;0.28659768457545043;0.3394495412844037;2;-0.42703284868066715;0.07894736842105263;0.05309734513274336;3.0768941077372185;0.2906660137832824;16;
grafo10030.38.gml;35;49;0.082353;2;5;2.8;0.069524;7;3.5281632653061226;4;7;0.8552359741197579;0.07975553857906797;0.3534250063661827;0.2820434790238646;0.3953488372093023;2;-0.016666666666667114;0.06952380952380952;0.05714285714285714;3.324127830830038;0.1571443482551006;15;
grafo10031.38.gml;30;41;0.094253;2;6;2.7333;0.044444;6;3.0755555555555554;4;6;0.4955356249106168;0.07791461412151067;0.32606732348111667;0.3171033128550064;0.4084507042253521;2;-0.34789846025801013;0.04444444444444444;0.03488372093023256;3.0838594217271837;0.3215861890391473;12;
grafo10032.38.gml;29;38;0.093596;2;7;2.6207;0.0;6;3.1961950059453033;4;6;0.6032019201564105;0.08556832694763729;0.4456790123456789;0.3086900397688996;0.4375;2;-0.1432478632478634;0.0;0.0;3.1652016193580423;0.21979542199800822;10;
grafo10034.40.gml;33;47;0.089015;2;5;2.8485;0.0;8;3.366391184573003;4;8;1.0584393452468472;0.07972873900293255;0.24690860215053767;0.29511918524713354;0.37209302325581395;2;-0.20912863070539386;0.0;0.0;3.278770677628926;0.18337886663029973;15;
grafo10035.38.gml;26;35;0.107692;2;7;2.6923;0.091575;7;3.1301775147928996;5;7;0.68370726287043;0.09397435897435898;0.42503968253968255;0.3104318264898227;0.390625;2;-0.45390070921985826;0.09157509157509157;0.07792207792207792;3.2135138559543472;0.25865535214876645;10;
grafo10037.39.gml;32;43;0.086694;2;5;2.6875;0.039583;7;3.39453125;5;7;0.5994789404140899;0.08346774193548387;0.2596057347670251;0.28835111996619506;0.34831460674157305;2;-0.23131991051454195;0.03958333333333333;0.034482758620689655;3.1607772115228783;0.22076479201572308;12;
grafo10038.38.gml;23;31;0.12253;2;6;2.6957;0.094203;6;2.9073724007561434;4;6;0.7505511522448725;0.09712027103331453;0.41630591630591635;0.33782044426025665;0.46808510638297873;2;-0.21021021021020966;0.09420289855072463;0.047619047619047616;3.0934935532834005;0.2226317880672296;9;
grafo10039.98.gml;79;109;0.035378;2;8;2.7595;0.0;9;4.401858676494151;6;9;0.7597046120568941;0.04491289301415884;0.3064550528836241;0.22831513318200972;0.32231404958677684;2;-0.0651465798045597;0.0;0.0;3.5964674617280097;0.1702888098513478;31;
grafo10041.41.gml;35;50;0.084034;2;7;2.8571;0.058503;7;3.3159183673469386;4;7;0.7537660547584526;0.07313470842882608;0.33986928104575154;0.298375640788693;0.40476190476190477;2;-0.3062547673531663;0.058503401360544216;0.05172413793103448;3.3661519670003823;0.23818235157286738;16;
grafo10042.39.gml;36;50;0.079365;2;6;2.7778;0.083333;9;3.7145061728395063;5;9;1.003081671403766;0.08295985060690941;0.3171988795518208;0.2692745145147632;0.3804347826086957;2;-0.08635863586358683;0.08333333333333333;0.08333333333333333;3.3066596907220656;0.13640354003696625;15;
grafo10044.38.gml;26;34;0.104615;2;7;2.6154;0.0;5;2.8727810650887573;4;5;0.47574295680203776;0.08282051282051282;0.42616666666666664;0.34070564826225436;0.4716981132075472;2;-0.1830201809324982;0.0;0.0;3.1767722680816157;0.3468880672432247;9;
grafo10045.38.gml;29;41;0.100985;2;5;2.8276;0.045977;7;3.2223543400713437;4;7;0.8130914567276962;0.08657179346834519;0.2303350970017637;0.3061220892496601;0.39436619718309857;2;-0.024487756121939253;0.04597701149425287;0.033707865168539325;3.3725791837663195;0.22314981882771492;13;
grafo10046.40.gml;27;37;0.105413;2;5;2.7407;0.077778;6;3.0205761316872426;4;6;0.4287347001033417;0.08547008547008546;0.26461538461538464;0.32197670501082876;0.40625;2;-0.303523035230353;0.07777777777777778;0.07894736842105263;3.074212962749484;0.34494876863080154;11;
grafo10048.32.gml;29;36;0.08867;2;4;2.4828;0.0;9;4.211652794292509;6;9;0.9970229168828249;0.12452107279693486;0.3765432098765432;0.2328215708593303;0.2916666666666667;2;-0.2743362831858418;0.0;0.0;2.774772182335256;0.09783034674675968;8;
grafo10049.39.gml;33;44;0.083333;2;5;2.6667;0.0;7;3.3792470156106518;5;7;0.7285342594043217;0.0801564027370479;0.2809907834101382;0.2924504988108644;0.367816091954023;2;-0.1611855460820141;0.0;0.0;3.1142519077337654;0.21281674866415673;12;
grafo10050.97.gml;75;111;0.04;2;8;2.96;0.012444;8;4.023466666666667;5;8;0.6394442031083626;0.04216216216216216;0.2589781562384301;0.24841151605428763;0.334841628959276;2;-0.023378333882121075;0.012444444444444445;0.022222222222222223;3.6197455384426878;0.24387247125385556;37;
grafo10054.40.gml;29;40;0.098522;2;8;2.7586;0.0;7;3.0178359096313914;4;7;0.7554793896622979;0.0787265097609925;0.4452443940539178;0.3247345392859136;0.4307692307692308;2;-0.2873754152823926;0.0;0.0;3.273290228580727;0.28027137350603687;12;
grafo10055.40.gml;28;44;0.116402;2;8;3.1429;0.093027;6;2.7193877551020407;3;6;0.7659860924831148;0.07000407000407001;0.4084452584452584;0.36430540086783136;0.5294117647058824;2;-0.03555332999499201;0.09302721088435374;0.07317073170731707;3.9113738637483375;0.30948771083975507;17;
grafo10057.40.gml;33;52;0.098485;2;8;3.1515;0.088961;6;2.835629017447199;4;6;0.6883525267636695;0.06207233626588465;0.24826228878648235;0.3467897670237684;0.4383561643835616;2;-0.35173299101412053;0.08896103896103895;0.060810810810810814;3.8107878022751103;0.3884385665441722;20;
grafo10058.32.gml;24;32;0.115942;2;7;2.6667;0.059722;6;2.9097222222222223;4;6;0.7637626158259734;0.09255599472990776;0.545125164690382;0.3377769315530812;0.5;2;-0.12366412213740458;0.059722222222222225;0.04285714285714286;3.305439242108606;0.26067976880192917;9;
grafo10060.90.gml;69;100;0.042626;2;7;2.8986;0.035956;11;4.56626759084226;7;11;1.1027833263621334;0.05423012813171992;0.19495731806969738;0.22189024219981354;0.2786885245901639;2;-0.04742173112338889;0.03595583160800552;0.03879310344827586;3.595122485288947;0.089981354844037;32;
grafo10061.99.gml;72;104;0.040689;2;8;2.8889;0.021825;9;4.128472222222222;5;9;0.8248409872945135;0.045523138832997995;0.20536361023282557;0.24263175562537803;0.3169642857142857;2;-0.044413630824824364;0.021825396825396824;0.03614457831325301;3.6775133429057894;0.17220761510270316;33;
grafo10064.39.gml;35;55;0.092437;2;8;3.1429;0.07449;7;3.0955102040816325;4;7;0.720544012166771;0.06625923096511331;0.29059927001103475;0.32007235484081575;0.44155844155844154;2;-0.09010301212674383;0.07448979591836735;0.0821917808219178;3.897297211124162;0.28648564954102607;21;
grafo10066.40.gml;33;46;0.087121;2;7;2.7879;0.040404;6;3.15702479338843;4;6;0.49422746758485114;0.07276392961876832;0.2905681963645673;0.31116235779157503;0.4050632911392405;2;-0.29039497307001827;0.0404040404040404;0.028846153846153848;3.3000368457122615;0.3148408733918357;14;
grafo10069.40.gml;30;42;0.096552;2;5;2.8;0.042222;7;3.32;5;7;0.5734883511361751;0.08694581280788177;0.20706075533661744;0.29580209654122275;0.3625;2;0.009775733179989518;0.042222222222222223;0.033707865168539325;3.357425245374558;0.22522681481545023;13;
grafo10071.40.gml;32;42;0.084677;2;6;2.625;0.041667;7;3.314453125;4;7;0.6606992034958117;0.08071236559139784;0.29774193548387096;0.2950669047576804;0.36904761904761907;2;-0.4285714285714279;0.041666666666666664;0.03571428571428571;2.9457925519438333;0.24893530715877296;11;
grafo10072.97.gml;75;114;0.041081;2;8;3.04;0.026286;8;4.077155555555556;5;8;0.6897342483401366;0.04290756509934592;0.27005459471212906;0.24551945206330805;0.33636363636363636;2;0.0040950040950045175;0.026285714285714284;0.041237113402061855;3.8963154312707884;0.21476842217358627;40;
grafo10074.90.gml;74;114;0.042207;2;7;3.0811;0.004505;8;3.962381300219138;5;8;0.7631247515402974;0.04189806244600766;0.1965857613974053;0.2526036635340634;0.33031674208144796;2;-0.02250340353968089;0.0045045045045045045;0.010273972602739725;3.772150260780754;0.19385285177638822;41;
grafo10076.90.gml;73;112;0.042618;2;7;3.0685;0.007241;8;3.9065490711202853;5;8;0.7952287821205476;0.04170150277616995;0.14096426851708543;0.2574252317251912;0.3317972350230415;2;0.05624411993291563;0.007240704500978474;0.020761245674740483;3.8847261389465944;0.20225956686505095;40;
grafo10078.40.gml;31;42;0.090323;2;6;2.7097;0.021505;8;3.558792924037461;5;8;0.9404761120718226;0.09232480533926585;0.2492337164750958;0.27980711919984086;0.3409090909090909;2;-0.2058303886925814;0.02150537634408602;0.03488372093023256;3.1358508312536593;0.13095067849047098;12;
grafo10079.41.gml;32;48;0.096774;2;8;3.0;0.074107;6;2.955078125;3;6;0.739509972887452;0.06834677419354837;0.39172043010752683;0.3360048832817852;0.484375;2;-0.0471204188481675;0.07410714285714286;0.07142857142857142;3.8110387463735527;0.30231221580958956;17;
grafo10080.38.gml;25;34;0.113333;2;6;2.72;0.0;6;2.8448;3;6;0.7332121111929345;0.08536231884057971;0.3461352657004831;0.34242199654458816;0.4528301886792453;2;-0.24230769230769325;0.0;0.0;3.0542796883409156;0.3539790267494852;10;
grafo10082.98.gml;83;110;0.032324;2;6;2.6506;0.0;9;4.870082740600958;6;9;0.8835523911951376;0.04851202461154465;0.23631006151331363;0.20598235178439672;0.2679738562091503;2;-0.08391890800419963;0.0;0.0;3.0781941365989463;0.1195446148636977;28;
grafo10083.38.gml;35;48;0.080672;2;6;2.7429;0.0;8;3.5395918367346937;5;8;0.7959079015533783;0.08011204481792716;0.27930141753671167;0.2792205303021056;0.37362637362637363;2;-0.18085106382978713;0.0;0.0;3.2144584890659407;0.1710616489834858;14;
grafo10084.97.gml;85;135;0.037815;2;10;3.1765;0.017647;8;3.833356401384083;5;8;0.6886122647840892;0.0346866457426344;0.23202903347051365;0.2620250550150971;0.3620689655172414;2;-0.11038141266784834;0.01764705882352941;0.007481296758104738;4.233984074731921;0.23937033612020026;51;
grafo10087.39.gml;33;46;0.087121;2;5;2.7879;0.109091;8;3.53168044077135;5;8;0.7654139963827327;0.08522727272727272;0.2754800307219662;0.28126556812323344;0.36363636363636365;2;-0.16603295310519636;0.1090909090909091;0.061855670103092786;3.2298208309757603;0.14817187396949952;14;
grafo10088.39.gml;32;48;0.096774;2;6;3.0;0.1125;7;3.19140625;4;7;0.6427176187875979;0.07647849462365591;0.2196313364055299;0.30720524313677733;0.37349397590361444;2;-0.21611721611721663;0.1125;0.10526315789473684;3.4376822552154955;0.29506182227071487;17;
grafo10089.37.gml;31;43;0.092473;2;5;2.7742;0.0;7;3.3735691987513006;5;7;0.6948599751141297;0.085724879495736;0.2805537310709725;0.2915260309006123;0.38461538461538464;2;0.036414565826331624;0.0;0.0;3.1143511795309635;0.24399153382133215;13;
grafo10090.97.gml;65;86;0.041346;2;7;2.6462;0.010256;8;4.528284023668639;5;8;0.7883771061734742;0.057127594627594626;0.4189956538170825;0.220633573613612;0.3121951219512195;2;-0.17063181352767526;0.010256410256410256;0.016574585635359115;3.1912243372455817;0.12419788845221612;22;
grafo10091.96.gml;69;103;0.043905;2;8;2.9855;0.046894;9;4.148288174753203;6;9;0.8182953167242379;0.04789988675548092;0.20509357972044545;0.24198231289066388;0.31336405529953915;2;-0.12101704334938795;0.0468944099378882;0.047244094488188976;3.66212279114744;0.1715459296036805;35;
grafo10092.97.gml;71;104;0.041851;2;7;2.9296;0.006774;8;4.031342987502479;5;8;0.7914941587733587;0.04476715364651678;0.19346105240515182;0.24821766260995884;0.33175355450236965;2;-0.022345401004677114;0.0067739771965124075;0.012;3.74809911536114;0.24194129975404438;34;
grafo10093.98.gml;82;124;0.037338;2;8;3.0244;0.008972;8;4.175490779298037;5;8;0.7963330593811955;0.04033800060222824;0.17631417793454826;0.24048144898949084;0.3068181818181818;2;-0.07986852360136953;0.008972125435540068;0.019417475728155338;3.77926684091604;0.20448149198954355;43;
grafo10095.93.gml;73;100;0.038052;2;8;2.7397;0.034312;11;4.625258022142991;6;11;1.2075014175911787;0.05196475657598559;0.23032081377151792;0.21797225481523747;0.2801556420233463;2;-0.08225108225108298;0.03431180691454664;0.04205607476635514;3.4493625046499363;0.10051514980607289;28;
grafo10096.95.gml;71;106;0.042656;2;8;2.9859;0.042287;8;3.944455465185479;5;8;0.6876932741258426;0.04348992505759193;0.28392191659272403;0.2539524963793584;0.3553299492385787;2;-0.02007367867077584;0.042287055667337356;0.04240282685512368;3.958847671781304;0.21650677746602925;36;
grafo10097.95.gml;66;89;0.041492;2;5;2.697;0.009091;10;4.706611570247934;6;10;1.0761842943684705;0.059047202797202804;0.33658195970695975;0.21424309678780476;0.28761061946902655;2;0.044823232323232216;0.00909090909090909;0.01694915254237288;3.2464347437265015;0.09714817632460744;24;
grafo10098.95.gml;75;114;0.041081;2;8;3.04;0.012698;8;4.051555555555556;5;8;0.7995554320301307;0.042552141182278166;0.2915676439649043;0.24800057922513494;0.36097560975609755;2;0.0838810154181592;0.012698412698412698;0.030508474576271188;4.112744032262455;0.19109721144152805;40;
grafo10099.94.gml;87;137;0.036621;2;8;3.1494;0.012452;9;4.121019949795217;5;9;0.849020014373305;0.037281632781420514;0.18814691768180142;0.24529192115236703;0.33076923076923076;2;0.04049687945254978;0.012452107279693486;0.016216216216216217;4.072484995640073;0.17260504087064701;51;
grafo10100.99.gml;79;119;0.038624;2;6;3.0127;0.049367;9;4.268546707258452;6;9;0.8681735797206203;0.04315937227329633;0.1609935038506467;0.23630545277363596;0.3132530120481928;2;0.0803709428129822;0.049367088607594936;0.03180212014134275;3.708043991025513;0.14746188998010934;41;
grafo10101.92.gml;78;118;0.039294;2;8;3.0256;0.056868;9;4.275805391190007;6;9;0.8551387767001175;0.043833359622833315;0.25007371587173355;0.23541048321334493;0.3181818181818182;2;0.10512844819414151;0.056868131868131874;0.059800664451827246;3.980845702974581;0.16308335463166274;41;
grafo10102.97.gml;81;116;0.035802;2;8;2.8642;0.048031;10;4.778539856729157;6;10;1.1160384572829158;0.048585716518205965;0.2819013142272636;0.21066390213422884;0.3018867924528302;2;-0.1192306475593944;0.048030570252792476;0.054945054945054944;3.869731185680762;0.09853349209429031;36;
grafo10103.98.gml;81;114;0.035185;2;8;2.8148;0.020223;9;4.574302697759488;6;9;0.9169108458087477;0.04596812001875293;0.23087281038230406;0.21968901929881846;0.2857142857142857;2;-0.12716465679830746;0.02022339800117578;0.033582089552238806;3.5935811945271587;0.1749211502853066;34;
grafo10104.96.gml;71;109;0.043863;2;9;3.0704;0.004147;8;3.7901210077365604;5;8;0.6497218363194815;0.04122124048639663;0.29683265205004333;0.2638330537786614;0.36082474226804123;2;-0.08518391002467496;0.004147104851330204;0.010273972602739725;3.8778289620678565;0.26685138363810856;39;
grafo10105.93.gml;76;120;0.042105;2;6;3.1579;0.030263;8;3.8822714681440442;5;8;0.7277398320539386;0.03964912280701755;0.1576544596544597;0.25809023239714945;0.3409090909090909;2;0.14574533719329996;0.03026315789473684;0.03908794788273615;3.8279372076667206;0.28305815378080856;45;
grafo10106.100.gml;69;88;0.037511;2;6;2.5507;0.029952;11;5.406847300987187;7;11;1.1875217638041446;0.06696059345217645;0.4022638906308792;0.18688747372984424;0.272;2;0.06538049303322517;0.029951690821256042;0.01818181818181818;3.267873106692623;0.06569979798929146;20;
grafo10107.93.gml;74;114;0.042207;2;7;3.0811;0.082304;10;4.123813002191381;6;10;1.018187421128086;0.0441708832119791;0.20653463313280665;0.24648863544889743;0.3230088495575221;2;0.025348161506864652;0.0823037323037323;0.04950495049504951;3.9870979905884325;0.07674700781573018;41;
grafo10108.99.gml;68;98;0.04302;2;8;2.8824;0.044118;9;4.32742214532872;6;9;0.8069497010775852;0.05139409902359859;0.29181832540041497;0.2311435767373446;0.3175355450236967;2;-0.1433602993781304;0.04411764705882353;0.04;3.499454222111126;0.15641939994330925;31;
grafo10109.95.gml;76;107;0.037544;2;7;2.8158;0.005013;9;4.463296398891967;6;9;0.9043600146020833;0.04760550023707918;0.23256427856427858;0.22667539211187;0.31645569620253167;2;0.0787048265825849;0.005012531328320802;0.012096774193548387;3.7658095055015277;0.14435036554077285;32;
grafo10110.97.gml;71;91;0.03662;2;5;2.5634;0.030516;12;5.61277524300734;8;12;0.9686619078337688;0.06801388038375178;0.2529951690821257;0.17912817159154462;0.2229299363057325;2;-0.1593073593073598;0.030516431924882625;0.03571428571428571;3.0806076967698672;0.06732293001423449;21;
grafo10111.96.gml;75;101;0.036396;2;7;2.6933;0.0;10;4.585955555555556;6;10;0.9712306054119633;0.04997161545106751;0.33883570458912926;0.21962792149862437;0.31092436974789917;2;-0.00729003189389007;0.0;0.0;3.3570597437739083;0.1388177382750852;27;
grafo10112.98.gml;70;109;0.045135;2;9;3.1143;0.041825;8;3.824081632653061;5;8;0.7490129559381904;0.042345633905736216;0.2652129934099243;0.2627836094179132;0.3689839572192513;2;0.1231324905598419;0.04182539682539682;0.040268456375838924;4.17925005897094;0.24676188943209784;40;
grafo10113.94.gml;79;124;0.040247;2;8;3.1392;0.0;8;3.829834962345778;5;8;0.7514340293496623;0.03738877156598676;0.2000356786071072;0.26235082743079075;0.3482142857142857;2;0.016926685020903578;0.0;0.0;3.967751753485259;0.24306319508557522;46;
grafo10114.95.gml;70;94;0.038923;2;8;2.6857;0.0;10;4.593469387755102;6;10;1.0302565561201593;0.05382413835099257;0.27730991420249734;0.21882509897913746;0.2911392405063291;2;-0.08791049814341496;0.0;0.0;3.364250546703256;0.12572608518014242;25;
grafo10115.92.gml;71;96;0.038632;2;7;2.7042;0.011737;9;4.610196389605237;6;9;0.8066378063817664;0.05327617881200245;0.22029182687567778;0.21756025822885283;0.2928870292887029;2;-0.1652360515021465;0.011737089201877934;0.015;3.2063649388857933;0.13128227973518752;26;
grafo10116.100.gml;89;138;0.03524;2;8;3.1011;0.012306;8;4.120186845095316;5;8;0.7379892976931697;0.03640238103624388;0.20349646145100692;0.24362340153514442;0.3333333333333333;2;-0.07244995233555816;0.01230604601391118;0.016304347826086956;3.965592657965199;0.21653787109141923;50;
grafo10117.98.gml;78;105;0.034965;2;6;2.6923;0.007265;9;4.588757396449704;6;9;0.8469304905083972;0.04800462695199538;0.2177472903036813;0.218128818734832;0.27697841726618705;2;-0.05006818624585999;0.007264957264957265;0.013888888888888888;3.2847634133199923;0.17872895228773553;28;
grafo10118.97.gml;74;105;0.038874;2;7;2.8378;0.011197;9;4.280496712929145;5;9;0.8857280869283211;0.04637685630836315;0.20668986011451762;0.23390030606794196;0.3173913043478261;2;0.020854526958290896;0.011196911196911196;0.02564102564102564;3.6094480995748177;0.1910100432376717;32;
grafo10120.96.gml;76;105;0.036842;2;6;2.7632;0.010965;9;4.541204986149585;6;9;0.7326005740565817;0.048672356567093414;0.20362476762476764;0.22002250618692673;0.2840909090909091;2;0.02337858220211154;0.010964912280701754;0.013888888888888888;3.23086946264214;0.1700605242768177;30;
grafo10121.95.gml;71;98;0.039437;2;7;2.7606;0.0;9;4.5229121206109895;6;9;0.7904909972057624;0.051993118129064236;0.28504363361506213;0.22211350524782178;0.29914529914529914;2;0.032060829348590704;0.0;0.0;3.393457814054257;0.12150000835639709;28;
grafo10122.96.gml;71;99;0.039839;2;8;2.7887;0.0;8;4.14957349732196;5;8;0.7399394668486591;0.04650511766249672;0.24382086167800454;0.24079475388251076;0.3111111111111111;2;-0.18270149729213073;0.0;0.0;3.4472725262754804;0.20385841458078335;29;
grafo10123.96.gml;73;107;0.040715;2;6;2.9315;0.032877;9;4.269093638581348;6;9;0.7705403348178209;0.04687868458850516;0.20289794321484464;0.2349437709858406;0.31718061674008813;2;0.11180755548026318;0.03287671232876712;0.03571428571428571;3.6045320880693796;0.19856330918078796;35;
